timetag,sensor,service,PID,param_A,param_B,calc_value
267128,FuelPress,0X1,0X23,140,0,358500.00
267208,MAP,0X1,0Xb,95,0,95.00
267288,BaroPress,0X1,0X33,0,0,100.00
267368,RunTime,0X1,0X1f,297,0,297.00
267527,AFR,0X1,0X44,0,0,2.00
267607,MAF,0X1,0X10,428,0,1096.00
267688,RPM,0X1,0Xc,0,0,1958.50
267768,EngineLoad,0X1,0X4,0,0,8.24
267769,InstFuelRate_custom,0X0,0X0,0,0,0.35
267769,AvgFuelRate_custom,0X0,0X0,0,0,inf
267769,BoostPress_custom,0X0,0X0,0,0,-5.00
267858,CoolantTemp,0X1,0X5,144,0,104.00
267939,OilTemp,0X22,0X5822,166,0,106.00
268020,OilPress,0X22,0X586f,2772,0,10145.00
268100,FuelPress,0X1,0X23,366,0,937060.00
268180,MAP,0X1,0Xb,95,0,95.00
268260,BaroPress,0X1,0X33,0,0,100.00
268339,RunTime,0X1,0X1f,298,0,298.00
268737,AFR,0X1,0X44,0,0,2.00
268816,MAF,0X1,0X10,1473,0,3771.00
268902,RPM,0X1,0Xc,0,0,2252.00
268976,EngineLoad,0X1,0X4,0,0,11.37
268977,InstFuelRate_custom,0X0,0X0,0,0,1.21
268977,AvgFuelRate_custom,0X0,0X0,0,0,inf
268977,BoostPress_custom,0X0,0X0,0,0,-5.00
269066,CoolantTemp,0X1,0X5,144,0,104.00
269142,OilTemp,0X22,0X5822,166,0,106.00
269217,OilPress,0X22,0X586f,4021,0,14761.00
269304,FuelPress,0X1,0X23,845,0,2163300.00
269399,MAP,0X1,0Xb,96,0,96.00
269478,BaroPress,0X1,0X33,0,0,100.00
269549,RunTime,0X1,0X1f,299,0,299.00
269700,AFR,0X1,0X44,0,0,2.00
269780,MAF,0X1,0X10,448,0,1147.00
269861,RPM,0X1,0Xc,0,0,1944.50
269978,EngineLoad,0X1,0X4,0,0,8.24
269978,InstFuelRate_custom,0X0,0X0,0,0,0.37
269978,AvgFuelRate_custom,0X0,0X0,0,0,inf
269978,BoostPress_custom,0X0,0X0,0,0,-4.00
270068,CoolantTemp,0X1,0X5,144,0,104.00
270148,OilTemp,0X22,0X5822,166,0,106.00
270229,OilPress,0X22,0X586f,2859,0,10467.00
270309,FuelPress,0X1,0X23,176,0,450660.00
270388,MAP,0X1,0Xb,96,0,96.00
270468,BaroPress,0X1,0X33,0,0,100.00
270547,RunTime,0X1,0X1f,300,0,300.00
270781,AFR,0X1,0X44,0,0,2.00
270862,MAF,0X1,0X10,334,0,856.00
270942,RPM,0X1,0Xc,0,0,1575.00
271017,EngineLoad,0X1,0X4,0,0,8.63
271018,InstFuelRate_custom,0X0,0X0,0,0,0.28
271018,AvgFuelRate_custom,0X0,0X0,0,0,inf
271018,BoostPress_custom,0X0,0X0,0,0,-4.00
271107,CoolantTemp,0X1,0X5,144,0,104.00
271182,OilTemp,0X22,0X5822,166,0,106.00
271263,OilPress,0X22,0X586f,2878,0,10537.00
271337,FuelPress,0X1,0X23,411,0,1052260.00
271417,MAP,0X1,0Xb,95,0,95.00
271560,BaroPress,0X1,0X33,0,0,100.00
271641,RunTime,0X1,0X1f,302,0,302.00
271722,AFR,0X1,0X44,0,0,2.00
271797,MAF,0X1,0X10,276,0,707.00
271882,RPM,0X1,0Xc,0,0,1255.50
271957,EngineLoad,0X1,0X4,0,0,12.55
271957,InstFuelRate_custom,0X0,0X0,0,0,0.23
271957,AvgFuelRate_custom,0X0,0X0,0,0,inf
271957,BoostPress_custom,0X0,0X0,0,0,-5.00
272047,CoolantTemp,0X1,0X5,144,0,104.00
272127,OilTemp,0X22,0X5822,166,0,106.00
272208,OilPress,0X22,0X586f,3658,0,13420.00
272289,FuelPress,0X1,0X23,534,0,1367140.00
272370,MAP,0X1,0Xb,95,0,95.00
272529,BaroPress,0X1,0X33,0,0,100.00
272609,RunTime,0X1,0X1f,302,0,302.00
272688,AFR,0X1,0X44,0,0,1.39
272768,MAF,0X1,0X10,273,0,699.00
272848,RPM,0X1,0Xc,0,0,998.00
272928,EngineLoad,0X1,0X4,0,0,15.69
272929,InstFuelRate_custom,0X0,0X0,0,0,0.23
272929,AvgFuelRate_custom,0X0,0X0,0,0,inf
272929,BoostPress_custom,0X0,0X0,0,0,-5.00
273018,CoolantTemp,0X1,0X5,144,0,104.00
273098,OilTemp,0X22,0X5822,166,0,106.00
273180,OilPress,0X22,0X586f,2730,0,9990.00
273260,FuelPress,0X1,0X23,557,0,1426020.00
273340,MAP,0X1,0Xb,96,0,96.00
273420,BaroPress,0X1,0X33,0,0,100.00
273499,RunTime,0X1,0X1f,303,0,303.00
273739,AFR,0X1,0X44,0,0,0.96
273818,MAF,0X1,0X10,242,0,620.00
273897,RPM,0X1,0Xc,0,0,887.00
273977,EngineLoad,0X1,0X4,0,0,16.08
273977,InstFuelRate_custom,0X0,0X0,0,0,inf
273977,AvgFuelRate_custom,0X0,0X0,0,0,inf
273977,BoostPress_custom,0X0,0X0,0,0,-4.00
274067,CoolantTemp,0X1,0X5,143,0,103.00
274147,OilTemp,0X22,0X5822,165,0,105.00
274228,OilPress,0X22,0X586f,2442,0,8926.00
274307,FuelPress,0X1,0X23,602,0,1541220.00
274387,MAP,0X1,0Xb,95,0,95.00
274614,BaroPress,0X1,0X33,0,0,100.00
274689,RunTime,0X1,0X1f,305,0,305.00
274767,AFR,0X1,0X44,0,0,0.91
274847,MAF,0X1,0X10,270,0,692.00
274927,RPM,0X1,0Xc,0,0,846.00
275007,EngineLoad,0X1,0X4,0,0,16.86
275007,InstFuelRate_custom,0X0,0X0,0,0,inf
275007,AvgFuelRate_custom,0X0,0X0,0,0,inf
275008,BoostPress_custom,0X0,0X0,0,0,-5.00
275097,CoolantTemp,0X1,0X5,143,0,103.00
275177,OilTemp,0X22,0X5822,165,0,105.00
275257,OilPress,0X22,0X586f,3160,0,11579.00
275337,FuelPress,0X1,0X23,580,0,1484900.00
275416,MAP,0X1,0Xb,95,0,95.00
275501,BaroPress,0X1,0X33,0,0,100.00
275577,RunTime,0X1,0X1f,305,0,305.00
275737,AFR,0X1,0X44,0,0,0.90
275817,MAF,0X1,0X10,1156,0,2960.00
275897,RPM,0X1,0Xc,0,0,1176.50
275978,EngineLoad,0X1,0X4,0,0,61.96
275979,InstFuelRate_custom,0X0,0X0,0,0,inf
275979,AvgFuelRate_custom,0X0,0X0,0,0,inf
275979,BoostPress_custom,0X0,0X0,0,0,-5.00
276070,CoolantTemp,0X1,0X5,143,0,103.00
276150,OilTemp,0X22,0X5822,165,0,105.00
276231,OilPress,0X22,0X586f,3526,0,12932.00
276307,FuelPress,0X1,0X23,644,0,1648740.00
276387,MAP,0X1,0Xb,104,0,104.00
276467,BaroPress,0X1,0X33,0,0,100.00
276547,RunTime,0X1,0X1f,306,0,306.00
276756,AFR,0X1,0X44,0,0,0.94
276831,MAF,0X1,0X10,2548,0,6523.00
276906,RPM,0X1,0Xc,0,0,2174.50
276986,EngineLoad,0X1,0X4,0,0,48.24
276986,InstFuelRate_custom,0X0,0X0,0,0,inf
276986,AvgFuelRate_custom,0X0,0X0,0,0,inf
276986,BoostPress_custom,0X0,0X0,0,0,4.00
277071,CoolantTemp,0X1,0X5,143,0,103.00
277146,OilTemp,0X22,0X5822,166,0,106.00
277222,OilPress,0X22,0X586f,4195,0,15404.00
277297,FuelPress,0X1,0X23,1016,0,2601060.00
277366,MAP,0X1,0Xb,102,0,102.00
277601,BaroPress,0X1,0X33,0,0,100.00
277681,RunTime,0X1,0X1f,308,0,308.00
277761,AFR,0X1,0X44,0,0,1.00
277842,MAF,0X1,0X10,676,0,1731.00
277916,RPM,0X1,0Xc,0,0,2802.00
277986,EngineLoad,0X1,0X4,0,0,7.45
277987,InstFuelRate_custom,0X0,0X0,0,0,inf
277987,AvgFuelRate_custom,0X0,0X0,0,0,inf
277987,BoostPress_custom,0X0,0X0,0,0,2.00
278066,CoolantTemp,0X1,0X5,144,0,104.00
278141,OilTemp,0X22,0X5822,166,0,106.00
278217,OilPress,0X22,0X586f,3297,0,12086.00
278297,FuelPress,0X1,0X23,534,0,1367140.00
278366,MAP,0X1,0Xb,97,0,97.00
278436,BaroPress,0X1,0X33,0,0,100.00
278511,RunTime,0X1,0X1f,308,0,308.00
278590,AFR,0X1,0X44,0,0,1.14
278671,MAF,0X1,0X10,1056,0,2704.00
278751,RPM,0X1,0Xc,0,0,1966.50
278826,EngineLoad,0X1,0X4,0,0,41.96
278826,InstFuelRate_custom,0X0,0X0,0,0,0.87
278826,AvgFuelRate_custom,0X0,0X0,0,0,inf
278826,BoostPress_custom,0X0,0X0,0,0,-3.00
278917,CoolantTemp,0X1,0X5,144,0,104.00
278999,OilTemp,0X22,0X5822,166,0,106.00
279079,OilPress,0X22,0X586f,3928,0,14417.00
279159,FuelPress,0X1,0X23,1013,0,2593380.00
279239,MAP,0X1,0Xb,106,0,106.00
279540,BaroPress,0X1,0X33,0,0,100.00
279619,RunTime,0X1,0X1f,309,0,309.00
279778,AFR,0X1,0X44,0,0,0.93
279857,MAF,0X1,0X10,3828,0,9800.00
279942,RPM,0X1,0Xc,0,0,2619.00
280016,EngineLoad,0X1,0X4,0,0,58.82
280017,InstFuelRate_custom,0X0,0X0,0,0,inf
280017,AvgFuelRate_custom,0X0,0X0,0,0,inf
280017,BoostPress_custom,0X0,0X0,0,0,6.00
280101,CoolantTemp,0X1,0X5,144,0,104.00
280177,OilTemp,0X22,0X5822,166,0,106.00
280258,OilPress,0X22,0X586f,4194,0,15401.00
280338,FuelPress,0X1,0X23,1036,0,2652260.00
280417,MAP,0X1,0Xb,108,0,108.00
280497,BaroPress,0X1,0X33,0,0,100.00
280578,RunTime,0X1,0X1f,310,0,310.00
280819,AFR,0X1,0X44,0,0,1.00
280901,MAF,0X1,0X10,4737,0,12127.00
280982,RPM,0X1,0Xc,0,0,3226.50
281056,EngineLoad,0X1,0X4,0,0,56.86
281057,InstFuelRate_custom,0X0,0X0,0,0,inf
281057,AvgFuelRate_custom,0X0,0X0,0,0,inf
281057,BoostPress_custom,0X0,0X0,0,0,8.00
281148,CoolantTemp,0X1,0X5,145,0,105.00
281229,OilTemp,0X22,0X5822,166,0,106.00
281309,OilPress,0X22,0X586f,4197,0,15412.00
281390,FuelPress,0X1,0X23,1071,0,2741860.00
281470,MAP,0X1,0Xb,106,0,106.00
281628,BaroPress,0X1,0X33,0,0,100.00
281708,RunTime,0X1,0X1f,312,0,312.00
282112,AFR,0X1,0X44,0,0,1.00
282187,MAF,0X1,0X10,2792,0,7148.00
282267,RPM,0X1,0Xc,0,0,3786.00
282347,EngineLoad,0X1,0X4,0,0,7.45
282347,InstFuelRate_custom,0X0,0X0,0,0,inf
282348,AvgFuelRate_custom,0X0,0X0,0,0,inf
282348,BoostPress_custom,0X0,0X0,0,0,6.00
282438,CoolantTemp,0X1,0X5,145,0,105.00
282518,OilTemp,0X22,0X5822,166,0,106.00
282599,OilPress,0X22,0X586f,4083,0,14990.00
282678,FuelPress,0X1,0X23,263,0,673380.00
282758,MAP,0X1,0Xb,96,0,96.00
282919,BaroPress,0X1,0X33,0,0,100.00
282997,RunTime,0X1,0X1f,313,0,313.00
283231,AFR,0X1,0X44,0,0,0.98
283306,MAF,0X1,0X10,4014,0,10276.00
283381,RPM,0X1,0Xc,0,0,2759.50
283461,EngineLoad,0X1,0X4,0,0,58.82
283462,InstFuelRate_custom,0X0,0X0,0,0,inf
283462,AvgFuelRate_custom,0X0,0X0,0,0,inf
283462,BoostPress_custom,0X0,0X0,0,0,-4.00
283556,CoolantTemp,0X1,0X5,145,0,105.00
283637,OilTemp,0X22,0X5822,166,0,106.00
283707,OilPress,0X22,0X586f,4866,0,17884.00
283787,FuelPress,0X1,0X23,1120,0,2867300.00
283866,MAP,0X1,0Xb,104,0,104.00
284016,BaroPress,0X1,0X33,0,0,100.00
284091,RunTime,0X1,0X1f,314,0,314.00
284320,AFR,0X1,0X44,0,0,1.00
284401,MAF,0X1,0X10,3895,0,9972.00
284481,RPM,0X1,0Xc,0,0,3016.50
284556,EngineLoad,0X1,0X4,0,0,46.27
284557,InstFuelRate_custom,0X0,0X0,0,0,inf
284557,AvgFuelRate_custom,0X0,0X0,0,0,inf
284557,BoostPress_custom,0X0,0X0,0,0,4.00
284646,CoolantTemp,0X1,0X5,145,0,105.00
284726,OilTemp,0X22,0X5822,166,0,106.00
284803,OilPress,0X22,0X586f,3685,0,13519.00
284877,FuelPress,0X1,0X23,911,0,2332260.00
284956,MAP,0X1,0Xb,97,0,97.00
285030,BaroPress,0X1,0X33,0,0,100.00
285110,RunTime,0X1,0X1f,315,0,315.00
285259,AFR,0X1,0X44,0,0,2.00
285339,MAF,0X1,0X10,462,0,1183.00
285418,RPM,0X1,0Xc,0,0,2396.00
285497,EngineLoad,0X1,0X4,0,0,19.61
285497,InstFuelRate_custom,0X0,0X0,0,0,0.38
285498,AvgFuelRate_custom,0X0,0X0,0,0,inf
285498,BoostPress_custom,0X0,0X0,0,0,-3.00
285587,CoolantTemp,0X1,0X5,145,0,105.00
285668,OilTemp,0X22,0X5822,166,0,106.00
285749,OilPress,0X22,0X586f,3380,0,12392.00
285828,FuelPress,0X1,0X23,870,0,2227300.00
285908,MAP,0X1,0Xb,96,0,96.00
286062,BaroPress,0X1,0X33,0,0,100.00
286137,RunTime,0X1,0X1f,316,0,316.00
286531,AFR,0X1,0X44,0,0,0.91
286611,MAF,0X1,0X10,951,0,2435.00
286686,RPM,0X1,0Xc,0,0,2390.00
286760,EngineLoad,0X1,0X4,0,0,14.12
286761,InstFuelRate_custom,0X0,0X0,0,0,inf
286761,AvgFuelRate_custom,0X0,0X0,0,0,inf
286761,BoostPress_custom,0X0,0X0,0,0,-4.00
286851,CoolantTemp,0X1,0X5,145,0,105.00
286926,OilTemp,0X22,0X5822,166,0,106.00
287012,OilPress,0X22,0X586f,3154,0,11557.00
287087,FuelPress,0X1,0X23,675,0,1728100.00
287178,MAP,0X1,0Xb,96,0,96.00
287257,BaroPress,0X1,0X33,0,0,100.00
287338,RunTime,0X1,0X1f,317,0,317.00
287418,AFR,0X1,0X44,0,0,0.91
287498,MAF,0X1,0X10,753,0,1928.00
287577,RPM,0X1,0Xc,0,0,2411.50
287657,EngineLoad,0X1,0X4,0,0,12.55
287657,InstFuelRate_custom,0X0,0X0,0,0,inf
287657,AvgFuelRate_custom,0X0,0X0,0,0,inf
287657,BoostPress_custom,0X0,0X0,0,0,-4.00
287747,CoolantTemp,0X1,0X5,145,0,105.00
287828,OilTemp,0X22,0X5822,166,0,106.00
287910,OilPress,0X22,0X586f,3190,0,11690.00
287991,FuelPress,0X1,0X23,661,0,1692260.00
288071,MAP,0X1,0Xb,95,0,95.00
288299,BaroPress,0X1,0X33,0,0,100.00
288378,RunTime,0X1,0X1f,318,0,318.00
288458,AFR,0X1,0X44,0,0,0.94
288538,MAF,0X1,0X10,814,0,2084.00
288617,RPM,0X1,0Xc,0,0,2403.00
288697,EngineLoad,0X1,0X4,0,0,12.94
288698,InstFuelRate_custom,0X0,0X0,0,0,inf
288698,AvgFuelRate_custom,0X0,0X0,0,0,inf
288698,BoostPress_custom,0X0,0X0,0,0,-5.00
288788,CoolantTemp,0X1,0X5,145,0,105.00
288868,OilTemp,0X22,0X5822,166,0,106.00
288950,OilPress,0X22,0X586f,3224,0,11816.00
289030,FuelPress,0X1,0X23,665,0,1702500.00
289112,MAP,0X1,0Xb,95,0,95.00
289189,BaroPress,0X1,0X33,0,0,100.00
289269,RunTime,0X1,0X1f,319,0,319.00
289672,AFR,0X1,0X44,0,0,0.96
289778,MAF,0X1,0X10,881,0,2256.00
289857,RPM,0X1,0Xc,0,0,2457.50
289937,EngineLoad,0X1,0X4,0,0,10.20
289937,InstFuelRate_custom,0X0,0X0,0,0,inf
289937,AvgFuelRate_custom,0X0,0X0,0,0,inf
289937,BoostPress_custom,0X0,0X0,0,0,-5.00
290027,CoolantTemp,0X1,0X5,146,0,106.00
290112,OilTemp,0X22,0X5822,166,0,106.00
290188,OilPress,0X22,0X586f,2911,0,10659.00
290268,FuelPress,0X1,0X23,436,0,1116260.00
290347,MAP,0X1,0Xb,95,0,95.00
290427,BaroPress,0X1,0X33,0,0,100.00
290507,RunTime,0X1,0X1f,320,0,320.00
290593,AFR,0X1,0X44,0,0,1.88
290672,MAF,0X1,0X10,573,0,1467.00
290747,RPM,0X1,0Xc,0,0,2051.50
290827,EngineLoad,0X1,0X4,0,0,11.76
290828,InstFuelRate_custom,0X0,0X0,0,0,0.47
290828,AvgFuelRate_custom,0X0,0X0,0,0,inf
290828,BoostPress_custom,0X0,0X0,0,0,-5.00
290918,CoolantTemp,0X1,0X5,146,0,106.00
290997,OilTemp,0X22,0X5822,166,0,106.00
291077,OilPress,0X22,0X586f,2915,0,10674.00
291157,FuelPress,0X1,0X23,679,0,1738340.00
291237,MAP,0X1,0Xb,95,0,95.00
291459,BaroPress,0X1,0X33,0,0,100.00
291540,RunTime,0X1,0X1f,321,0,321.00
291845,AFR,0X1,0X44,0,0,0.92
291927,MAF,0X1,0X10,681,0,1744.00
292008,RPM,0X1,0Xc,0,0,2101.50
292076,EngineLoad,0X1,0X4,0,0,12.16
292077,InstFuelRate_custom,0X0,0X0,0,0,inf
292077,AvgFuelRate_custom,0X0,0X0,0,0,inf
292077,BoostPress_custom,0X0,0X0,0,0,-5.00
292168,CoolantTemp,0X1,0X5,146,0,106.00
292249,OilTemp,0X22,0X5822,166,0,106.00
292328,OilPress,0X22,0X586f,3020,0,11062.00
292408,FuelPress,0X1,0X23,661,0,1692260.00
292488,MAP,0X1,0Xb,95,0,95.00
292568,BaroPress,0X1,0X33,0,0,100.00
292648,RunTime,0X1,0X1f,322,0,322.00
292728,AFR,0X1,0X44,0,0,0.90
292808,MAF,0X1,0X10,434,0,1112.00
292888,RPM,0X1,0Xc,0,0,2111.50
292968,EngineLoad,0X1,0X4,0,0,8.63
292968,InstFuelRate_custom,0X0,0X0,0,0,inf
292968,AvgFuelRate_custom,0X0,0X0,0,0,inf
292968,BoostPress_custom,0X0,0X0,0,0,-5.00
293058,CoolantTemp,0X1,0X5,146,0,106.00
293138,OilTemp,0X22,0X5822,166,0,106.00
293219,OilPress,0X22,0X586f,3376,0,12377.00
293298,FuelPress,0X1,0X23,97,0,248420.00
293378,MAP,0X1,0Xb,96,0,96.00
293457,BaroPress,0X1,0X33,0,0,100.00
293526,RunTime,0X1,0X1f,323,0,323.00
293761,AFR,0X1,0X44,0,0,2.00
293842,MAF,0X1,0X10,462,0,1183.00
293922,RPM,0X1,0Xc,0,0,2110.00
293997,EngineLoad,0X1,0X4,0,0,8.24
293997,InstFuelRate_custom,0X0,0X0,0,0,0.38
293997,AvgFuelRate_custom,0X0,0X0,0,0,inf
293997,BoostPress_custom,0X0,0X0,0,0,-4.00
294108,CoolantTemp,0X1,0X5,146,0,106.00
294200,OilTemp,0X22,0X5822,166,0,106.00
294283,OilPress,0X22,0X586f,3438,0,12607.00
294357,FuelPress,0X1,0X23,346,0,885860.00
294436,MAP,0X1,0Xb,95,0,95.00
294806,BaroPress,0X1,0X33,0,0,100.00
294892,RunTime,0X1,0X1f,325,0,325.00
294966,AFR,0X1,0X44,0,0,2.00
295041,MAF,0X1,0X10,437,0,1119.00
295121,RPM,0X1,0Xc,0,0,2103.00
295196,EngineLoad,0X1,0X4,0,0,8.24
295197,InstFuelRate_custom,0X0,0X0,0,0,0.36
295197,AvgFuelRate_custom,0X0,0X0,0,0,inf
295197,BoostPress_custom,0X0,0X0,0,0,-5.00
295276,CoolantTemp,0X1,0X5,146,0,106.00
295357,OilTemp,0X22,0X5822,166,0,106.00
295439,OilPress,0X22,0X586f,3249,0,11908.00
295517,FuelPress,0X1,0X23,568,0,1454180.00
295585,MAP,0X1,0Xb,95,0,95.00
295671,BaroPress,0X1,0X33,0,0,100.00
295746,RunTime,0X1,0X1f,326,0,326.00
295900,AFR,0X1,0X44,0,0,2.00
295980,MAF,0X1,0X10,420,0,1076.00
296061,RPM,0X1,0Xc,0,0,2096.00
296141,EngineLoad,0X1,0X4,0,0,8.24
296142,InstFuelRate_custom,0X0,0X0,0,0,0.35
296142,AvgFuelRate_custom,0X0,0X0,0,0,inf
296142,BoostPress_custom,0X0,0X0,0,0,-5.00
296227,CoolantTemp,0X1,0X5,146,0,106.00
296307,OilTemp,0X22,0X5822,166,0,106.00
296388,OilPress,0X22,0X586f,3052,0,11180.00
296468,FuelPress,0X1,0X23,546,0,1397860.00
296548,MAP,0X1,0Xb,95,0,95.00
296628,BaroPress,0X1,0X33,0,0,100.00
296709,RunTime,0X1,0X1f,327,0,327.00
296789,AFR,0X1,0X44,0,0,1.38
296869,MAF,0X1,0X10,748,0,1915.00
296948,RPM,0X1,0Xc,0,0,2115.00
297028,EngineLoad,0X1,0X4,0,0,14.90
297028,InstFuelRate_custom,0X0,0X0,0,0,0.62
297028,AvgFuelRate_custom,0X0,0X0,0,0,inf
297028,BoostPress_custom,0X0,0X0,0,0,-5.00
297118,CoolantTemp,0X1,0X5,146,0,106.00
297198,OilTemp,0X22,0X5822,166,0,106.00
297279,OilPress,0X22,0X586f,2904,0,10633.00
297359,FuelPress,0X1,0X23,693,0,1774180.00
297439,MAP,0X1,0Xb,96,0,96.00
297518,BaroPress,0X1,0X33,0,0,100.00
297598,RunTime,0X1,0X1f,327,0,327.00
297678,AFR,0X1,0X44,0,0,0.92
297758,MAF,0X1,0X10,864,0,2212.00
297837,RPM,0X1,0Xc,0,0,2142.00
297917,EngineLoad,0X1,0X4,0,0,16.47
297917,InstFuelRate_custom,0X0,0X0,0,0,inf
297917,AvgFuelRate_custom,0X0,0X0,0,0,inf
297917,BoostPress_custom,0X0,0X0,0,0,-4.00
298007,CoolantTemp,0X1,0X5,146,0,106.00
298087,OilTemp,0X22,0X5822,166,0,106.00
298168,OilPress,0X22,0X586f,3056,0,11195.00
298248,FuelPress,0X1,0X23,716,0,1833060.00
298327,MAP,0X1,0Xb,96,0,96.00
298538,BaroPress,0X1,0X33,0,0,100.00
298618,RunTime,0X1,0X1f,328,0,328.00
298698,AFR,0X1,0X44,0,0,0.90
298778,MAF,0X1,0X10,995,0,2548.00
298847,RPM,0X1,0Xc,0,0,2186.00
298921,EngineLoad,0X1,0X4,0,0,17.25
298922,InstFuelRate_custom,0X0,0X0,0,0,inf
298922,AvgFuelRate_custom,0X0,0X0,0,0,inf
298922,BoostPress_custom,0X0,0X0,0,0,-4.00
299006,CoolantTemp,0X1,0X5,146,0,106.00
299077,OilTemp,0X22,0X5822,166,0,106.00
299146,OilPress,0X22,0X586f,3127,0,11457.00
299221,FuelPress,0X1,0X23,734,0,1879140.00
299295,MAP,0X1,0Xb,96,0,96.00
299450,BaroPress,0X1,0X33,0,0,100.00
299530,RunTime,0X1,0X1f,329,0,329.00
299920,AFR,0X1,0X44,0,0,0.92
299999,MAF,0X1,0X10,1076,0,2755.00
300078,RPM,0X1,0Xc,0,0,2245.50
300158,EngineLoad,0X1,0X4,0,0,20.78
300158,InstFuelRate_custom,0X0,0X0,0,0,inf
300158,AvgFuelRate_custom,0X0,0X0,0,0,inf
300158,BoostPress_custom,0X0,0X0,0,0,-4.00
300248,CoolantTemp,0X1,0X5,146,0,106.00
300328,OilTemp,0X22,0X5822,166,0,106.00
300410,OilPress,0X22,0X586f,3180,0,11653.00
300490,FuelPress,0X1,0X23,755,0,1932900.00
300565,MAP,0X1,0Xb,96,0,96.00
300719,BaroPress,0X1,0X33,0,0,100.00
300799,RunTime,0X1,0X1f,331,0,331.00
300880,AFR,0X1,0X44,0,0,0.98
300956,MAF,0X1,0X10,1073,0,2747.00
301025,RPM,0X1,0Xc,0,0,2279.00
301100,EngineLoad,0X1,0X4,0,0,19.22
301100,InstFuelRate_custom,0X0,0X0,0,0,inf
301101,AvgFuelRate_custom,0X0,0X0,0,0,inf
301101,BoostPress_custom,0X0,0X0,0,0,-4.00
301185,CoolantTemp,0X1,0X5,146,0,106.00
301261,OilTemp,0X22,0X5822,166,0,106.00
301337,OilPress,0X22,0X586f,3226,0,11823.00
301406,FuelPress,0X1,0X23,722,0,1848420.00
301475,MAP,0X1,0Xb,96,0,96.00
301625,BaroPress,0X1,0X33,0,0,100.00
301702,RunTime,0X1,0X1f,332,0,332.00
301780,AFR,0X1,0X44,0,0,1.00
301860,MAF,0X1,0X10,1026,0,2627.00
301935,RPM,0X1,0Xc,0,0,2293.00
302005,EngineLoad,0X1,0X4,0,0,18.82
302006,InstFuelRate_custom,0X0,0X0,0,0,inf
302006,AvgFuelRate_custom,0X0,0X0,0,0,inf
302006,BoostPress_custom,0X0,0X0,0,0,-4.00
302085,CoolantTemp,0X1,0X5,146,0,106.00
302161,OilTemp,0X22,0X5822,166,0,106.00
302242,OilPress,0X22,0X586f,3198,0,11720.00
302317,FuelPress,0X1,0X23,728,0,1863780.00
302386,MAP,0X1,0Xb,96,0,96.00
302830,BaroPress,0X1,0X33,0,0,100.00
302909,RunTime,0X1,0X1f,333,0,333.00
303068,AFR,0X1,0X44,0,0,1.00
303147,MAF,0X1,0X10,1270,0,3252.00
303228,RPM,0X1,0Xc,0,0,2336.00
303307,EngineLoad,0X1,0X4,0,0,21.18
303307,InstFuelRate_custom,0X0,0X0,0,0,1.05
303307,AvgFuelRate_custom,0X0,0X0,0,0,inf
303307,BoostPress_custom,0X0,0X0,0,0,-4.00
303397,CoolantTemp,0X1,0X5,146,0,106.00
303477,OilTemp,0X22,0X5822,166,0,106.00
303546,OilPress,0X22,0X586f,3129,0,11465.00
303616,FuelPress,0X1,0X23,770,0,1971300.00
303685,MAP,0X1,0Xb,96,0,96.00
303760,BaroPress,0X1,0X33,0,0,100.00
303840,RunTime,0X1,0X1f,334,0,334.00
304238,AFR,0X1,0X44,0,0,0.97
304318,MAF,0X1,0X10,1259,0,3224.00
304399,RPM,0X1,0Xc,0,0,2387.00
304479,EngineLoad,0X1,0X4,0,0,21.57
304479,InstFuelRate_custom,0X0,0X0,0,0,inf
304479,AvgFuelRate_custom,0X0,0X0,0,0,inf
304479,BoostPress_custom,0X0,0X0,0,0,-4.00
304570,CoolantTemp,0X1,0X5,146,0,106.00
304651,OilTemp,0X22,0X5822,166,0,106.00
304731,OilPress,0X22,0X586f,3079,0,11280.00
304806,FuelPress,0X1,0X23,772,0,1976420.00
304876,MAP,0X1,0Xb,97,0,97.00
305110,BaroPress,0X1,0X33,0,0,100.00
305190,RunTime,0X1,0X1f,335,0,335.00
305427,AFR,0X1,0X44,0,0,1.17
305495,MAF,0X1,0X10,503,0,1288.00
305571,RPM,0X1,0Xc,0,0,2409.50
305645,EngineLoad,0X1,0X4,0,0,8.24
305646,InstFuelRate_custom,0X0,0X0,0,0,0.41
305646,AvgFuelRate_custom,0X0,0X0,0,0,inf
305646,BoostPress_custom,0X0,0X0,0,0,-3.00
305725,CoolantTemp,0X1,0X5,146,0,106.00
305800,OilTemp,0X22,0X5822,166,0,106.00
305881,OilPress,0X22,0X586f,3181,0,11657.00
305962,FuelPress,0X1,0X23,137,0,350820.00
306036,MAP,0X1,0Xb,96,0,96.00
306339,BaroPress,0X1,0X33,0,0,100.00
306419,RunTime,0X1,0X1f,336,0,336.00
306646,AFR,0X1,0X44,0,0,2.00
306721,MAF,0X1,0X10,476,0,1219.00
306802,RPM,0X1,0Xc,0,0,2077.00
306876,EngineLoad,0X1,0X4,0,0,8.24
306876,InstFuelRate_custom,0X0,0X0,0,0,0.39
306876,AvgFuelRate_custom,0X0,0X0,0,0,inf
306876,BoostPress_custom,0X0,0X0,0,0,-4.00
306955,CoolantTemp,0X1,0X5,146,0,106.00
307030,OilTemp,0X22,0X5822,166,0,106.00
307106,OilPress,0X22,0X586f,2837,0,10386.00
